id,Skill_Rating,Skill,Worker
64944,5,Analytical,8603
64945,1,DBMS,8603
64946,3,QlikView,8603
64947,4,data visualization,8603
64948,4,Macros,8603
64949,5,VMS,8603
64950,3,Business Intelligence,8604
64951,2,Financial Analysis,8604
64952,4,Data Integrity,8604
64953,4,Project Management,8604
64954,4,Power Bi,8604
64955,4,Sales Operations,8604
64956,2,Advanced Excel,8604
64957,1,Budgeting,8604
64958,5,remediation,8605
64959,2,Business Analyst,8605
64960,5,Geophysics,8605
64961,2,Data quality,8605
64962,2,Petroleum,8605
64963,5,EPOS,8605
64964,4,UI development,8606
64965,2,Data analysis,8606
64966,1,Business analysis,8606
64967,1,Project management,8606
64968,4,Analytical,8606
64969,5,Visio,8606
64970,5,data mapping,8606
64971,1,MS Office,8606
64972,1,fixed assets,8607
64973,2,accounts receivable,8607
64974,1,accounting,8607
64975,2,general ledger,8607
64976,1,budgeting,8607
64977,3,accounts payable,8607
64978,3,General Ledger Accounting,8607
64979,5,gap analysis,8607
64980,4,fixed assets,8608
64981,4,accounts receivable,8608
64982,4,accounting,8608
64983,5,general ledger,8608
64984,3,budgeting,8608
64985,2,IT Skills,8608
64986,4,Testing,8608
64987,2,accounts payable,8608
64988,5,Computer science,8609
64989,4,Solution architecture,8609
64990,1,PDF,8609
64991,5,SOA,8609
64992,5,Application development,8609
64993,1,HTTP,8609
64994,3,Data quality,8609
64995,4,DBMS,8609
64996,4,Microsoft Power Bi,8610
64997,4,Excel,8610
64998,2,AWS,8610
64999,5,SQL,8610
65000,3,Automation,8611
65001,3,Prototype,8611
65002,4,Simulation,8611
65003,1,Analytical,8611
65004,5,Process improvement,8611
65005,1,Packaging,8611
65006,2,Data mining,8611
65007,4,Robotics,8611
65008,5,Unix,8612
65009,3,Product management,8612
65010,4,VMware,8612
65011,1,C++,8612
65012,5,Data analysis,8612
65013,2,Linux,8612
65014,3,Scrum,8612
65015,1,Troubleshooting,8612
65016,2,R,8613
65017,4,MlLib,8613
65018,4,Python,8613
65019,5,IT Skills,8613
65020,1,Data Science,8613
65021,1,Machine Learning,8613
65022,4,Big Data,8613
65023,2,Operations Research,8613
65024,2,Data Science,8614
65025,3,Product Manager,8614
65026,4,Social Media,8614
65027,1,Hiring,8614
65028,2,User Research,8614
65029,3,Qualitative,8614
65030,1,Computer science,8615
65031,2,Computer vision,8615
65032,4,Data analysis,8615
65033,5,Image processing,8615
65034,3,Opengl,8615
65035,3,Data processing,8615
65036,2,Firmware,8615
65037,1,Analytics,8615
65038,1,Product management,8616
65039,1,Computer science,8616
65040,3,PAAS,8616
65041,5,Resource management,8616
65042,1,Analytics,8616
65043,4,Application management,8616
65044,1,Cloud,8616
65045,5,big data,8616
65046,1,product management,8617
65047,3,product strategy,8617
65048,3,Product Vision,8617
65049,5,product quality,8617
65050,2,E-commerce,8617
65051,2,product management,8618
65052,1,Category Management,8618
65053,4,product requirement documentation,8618
65054,2,E-commerce,8618
65055,3,Product Adoption,8618
65056,2,Marketing,8618
65057,4,product management,8619
65058,3,Category Management,8619
65059,5,product requirement documentation,8619
65060,3,E-commerce,8619
65061,2,Product Adoption,8619
65062,3,Product Quality,8619
65063,3,product management,8620
65064,2,Live Commerce,8620
65065,3,Category Management,8620
65066,5,User Acceptance Testing,8620
65067,4,E-commerce,8620
65068,1,Product Quality,8620
65069,2,Marketing,8620
65070,1,Quantitative Techniques,8620
65071,3,product management,8621
65072,4,Category Management,8621
65073,2,User Acceptance Testing,8621
65074,4,Business Growth,8621
65075,1,Finance,8621
65076,3,E-commerce,8621
65077,5,Product Adoption,8621
65078,4,IIM,8621
65079,2,product management,8622
65080,2,IT Skills,8622
65081,2,Testing,8622
65082,2,Category Management,8622
65083,3,User Acceptance Testing,8622
65084,1,Business Growth,8622
65085,1,Finance,8622
65086,1,E-commerce,8622
65087,4,metadata,8623
65088,4,Data management,8623
65089,1,Networking,8623
65090,5,Management systems,8623
65091,5,Database management,8623
65092,2,Clinical research,8623
65093,5,Life sciences,8623
65094,1,Research,8623
65095,4,IT Skills,8624
65096,5,Project Management,8624
65097,2,BPO,8624
65098,3,project management,8624
65099,4,Diversity and Inclusion,8624
65100,3,Finance,8624
65101,1,Machine learning,8624
65102,1,Legal,8624
65103,2,Product engineering,8625
65104,2,data science,8625
65105,2,Machine learning,8625
65106,5,Marketing operations,8625
65107,3,Advertising,8625
65108,3,Technology operations,8625
65109,2,Monitoring,8625
65110,3,Investment,8625
65111,5,product management,8626
65112,2,problem-solving skills,8626
65113,1,Product Manager,8626
65114,2,user acceptance testing,8626
65115,2,product roadmap,8626
65116,2,Trade,8627
65117,1,Usage,8627
65118,4,Monitoring,8627
65119,1,Perl,8628
65120,2,IT Skills,8628
65121,2,Java,8628
65122,3,Python,8628
65123,4,Testing,8628
65124,4,Data Science,8628
65125,1,Machine Learning,8628
65126,1,Cloud,8628
65127,5,compensation analyst,8629
65128,1,Architecture,8629
65129,4,HRIS,8629
65130,3,Analytical,8629
65131,5,Project management,8629
65132,2,market data,8629
65133,3,HR,8629
65134,2,Human resource management,8629
65135,3,Application Support,8630
65136,4,SAP HR,8630
65137,1,agile project management,8630
65138,4,Data Structures,8630
65139,1,Workday,8630
65140,4,HR System Support,8630
65141,3,Application Support Analyst,8630
65142,1,Technical Production Support,8630
65143,5,SAS,8631
65144,2,Statistics,8631
65145,3,database,8631
65146,1,statistical programmer,8631
65147,4,SAP,8631
65148,3,bioinformatics,8631
65149,3,SAS Programming,8631
65150,5,research projects,8631
65151,5,SAP MM,8632
65152,1,master data,8632
65153,4,Integration,8632
65154,4,material master,8632
65155,3,vendor master,8632
65156,4,BA artifacts,8633
65157,3,FSD,8633
65158,2,FRD,8633
65159,2,FINMA,8633
65160,2,Fed,8633
65161,5,Waterfall,8633
65162,1,EBA,8633
65163,4,JIRA,8633
65164,4,azure data lake,8634
65165,5,data modeling,8634
65166,4,azure data factory,8634
65167,5,Business Intelligence,8634
65168,2,Power BI,8634
65169,3,Tableau,8634
65170,2,project management,8634
65171,1,Cosmos DB,8634
65172,4,Performance tuning,8635
65173,1,spark,8635
65174,4,Analytical,8635
65175,5,Cloud,8635
65176,4,Key management,8635
65177,1,Troubleshooting,8635
65178,2,AWS,8635
65179,4,Analytics,8635
65180,2,Performance tuning,8636
65181,1,spark,8636
65182,4,Analytical,8636
65183,1,Cloud,8636
65184,2,Key management,8636
65185,2,Troubleshooting,8636
65186,1,AWS,8636
65187,1,Analytics,8636
65188,4,IT Skills,8637
65189,2,Java,8637
65190,2,Python,8637
65191,3,Software Development,8637
65192,2,Big Data,8637
65193,3,Architect,8637
65194,3,SQL queries,8637
65195,3,Linux,8637
65196,5,Supply chain,8638
65197,4,Computer science,8638
65198,1,Web services,8638
65199,1,Project management,8638
65200,5,Machine learning,8638
65201,2,Agile,8638
65202,4,Middleware,8638
65203,3,SDLC,8638
65204,3,Unix,8639
65205,1,Linux,8639
65206,2,Networking,8639
65207,3,Db2,8639
65208,4,Windows,8639
65209,3,Informatica,8639
65210,5,Teradata,8639
65211,2,Troubleshooting,8639
65212,1,Analytical skills,8640
65213,4,Process audit,8640
65214,1,IT Analyst,8640
65215,4,Coding,8640
65216,1,Process Analyst,8640
65217,4,Quality audit,8640
65218,3,Workflow,8640
65219,5,data privacy,8640
65220,2,Analytical skills,8641
65221,3,Supply chain management,8641
65222,4,Data analysis,8641
65223,3,Translation,8641
65224,1,Purchase,8641
65225,2,Excel,8641
65226,4,Workflow,8641
65227,4,Data mining,8641
65228,1,Analytical skills,8642
65229,5,Analyst,8642
65230,4,HTML,8642
65231,5,Data validation,8642
65232,5,Javascript,8642
65233,2,Programming,8642
65234,4,Data collection,8642
65235,2,HTML,8642
65236,2,dashboards,8643
65237,5,excel,8643
65238,5,analytics,8643
65239,1,Metabase,8643
65240,2,Amplitude,8643
65241,5,r,8643
65242,3,data analysis,8643
65243,3,redash,8643
65244,2,Investment Banking,8644
65245,5,Business Analysis,8644
65246,1,Requirements Management,8644
65247,3,Hedge Funds,8644
65248,5,Agile,8644
65249,3,Knowledge Management,8644
65250,1,Bfsi,8644
65251,2,SQL,8644
65252,3,Procurement,8645
65253,5,Head Business Development,8645
65254,5,Data conversion,8645
65255,2,Functional Analyst,8645
65256,4,JD Edwards,8645
65257,1,Deployment,8645
65258,2,Gap analysis,8645
65259,5,microsoft,8645
65260,1,data analysis,8646
65261,3,power queries,8646
65262,4,verbal,8646
65263,1,power pivot tables,8646
65264,3,Green Belt,8646
65265,1,written communication,8646
65266,4,PowerBI,8646
65267,3,Power Point,8646
65268,5,SQL,8647
65269,5,Data Science,8647
65270,2,Business Intelligence,8647
65271,4,Data Analysis,8647
65272,5,Tableau,8647
65273,3,Dashboards,8647
65274,5,Data Analytics,8647
65275,1,Python,8647
65276,3,IT Skills,8648
65277,2,Cloud,8648
65278,4,Programming,8648
65279,1,Strategy consulting,8649
65280,1,Business research,8649
65281,5,Pharma,8649
65282,4,Market research,8649
65283,1,Biochemistry,8649
65284,5,Competitive intelligence,8649
65285,2,Data mining,8649
65286,3,Business intelligence,8649
65287,2,BPO,8650
65288,1,customer service,8650
65289,3,voice,8650
65290,2,b2b,8650
65291,1,Help Desk,8650
65292,5,data analysis,8650
65293,2,customer relationship,8650
65294,2,access controls,8650
65295,2,IT Skills,8651
65296,3,Testing,8651
65297,5,system analysis,8651
65298,3,functional testing,8651
65299,2,soft skills,8651
65300,4,process,8651
65301,1,data modeling,8651
65302,4,documents,8651
65303,1,Mining,8652
65304,3,Economics,8652
65305,4,Analytical skills,8652
65306,4,Excel,8652
65307,4,Analytical,8652
65308,3,Consulting,8652
65309,3,IT skills,8652
65310,4,Data collection,8652
65311,1,Power Electronics,8653
65312,1,analytical,8653
65313,2,IoT,8653
65314,5,Data Mining,8653
65315,4,written communication,8653
65316,5,Computing,8653
65317,2,Image Processing,8653
65318,3,agile,8653
65319,3,Microsoft Office Suite,8654
65320,5,Critical Thinking,8654
65321,5,Logical Approach,8654
65322,5,Business English,8654
65323,1,Data Analysis,8654
65324,2,process,8655
65325,3,internet research,8655
65326,1,cce,8655
65327,3,pass,8655
65328,1,chat,8655
65329,3,data mining,8655
65330,5,email support,8655
65331,1,analyst,8655
65332,4,Computer science,8656
65333,2,PDF,8656
65334,2,RDBMS,8656
65335,3,Process improvement,8656
65336,3,Business intelligence,8656
65337,2,Stakeholder management,8656
65338,5,Macros,8656
65339,3,Operations,8656
65340,1,Outbound,8657
65341,5,Loans,8657
65342,3,Data analysis,8657
65343,3,Manager Quality Control,8657
65344,5,MS Office,8657
65345,2,Business intelligence,8657
65346,3,Financial services,8657
65347,5,SQL,8657
65348,5,Trade,8658
65349,4,Financial markets,8658
65350,1,Analytical,8658
65351,3,Quantitative Analyst,8658
65352,2,Management,8658
65353,1,big data,8658
65354,2,Signalling,8658
65355,2,Recruitment,8658
65356,2,Computer science,8659
65357,5,Data analysis,8659
65358,2,C++,8659
65359,1,Analytical,8659
65360,1,Reconciliation,8659
65361,2,Shell scripting,8659
65362,3,Forecasting,8659
65363,1,Operations,8659
65364,1,Computer science,8660
65365,1,C++,8660
65366,3,Prototype,8660
65367,1,Quantitative research,8660
65368,3,Simulation,8660
65369,4,Data collection,8660
65370,4,market data,8660
65371,3,Research,8660
65372,3,python,8661
65373,5,sql,8661
65374,1,excel,8661
65375,5,data analytics,8661
65376,2,communication skills,8661
65377,5,VBA,8662
65378,1,MS Access,8662
65379,2,analytical,8662
65380,1,MS Office,8662
65381,1,MS Visio,8662
65382,3,SQL,8662
65383,4,communication,8662
65384,5,MS Project,8662
65385,4,HR function dynamics,8663
65386,4,ERP,8663
65387,1,MS Data management,8663
65388,1,Succession Planning,8663
65389,1,MIS,8663
65390,4,Reports,8663
65391,5,Talent Management,8663
65392,5,Human Resources,8663
65393,2,Functional Lead,8664
65394,3,Translation,8664
65395,2,Business Analyst,8664
65396,5,Data modeling,8664
65397,4,System integration,8664
65398,2,business rules,8664
65399,4,Technical Lead,8664
65400,3,Data Analyst,8664
65401,3,Performance tuning,8665
65402,3,Data analysis,8665
65403,3,C++,8665
65404,3,SAS,8665
65405,1,MIS,8665
65406,3,Analytical,8665
65407,5,Business Intelligence Analyst,8665
65408,5,Manager Technology,8665
65409,4,BPO,8666
65410,1,process improvement,8666
65411,5,Business Intelligence,8666
65412,1,data model,8666
65413,5,Revenue Cycle Management,8666
65414,5,data analysis,8666
65415,5,sql queries,8666
65416,3,Power Bi,8666
65417,5,IT Skills,8667
65418,1,Java,8667
65419,5,Cloud,8667
65420,3,AWS,8667
65421,4,.Net,8667
65422,5,Azure,8667
65423,2,Computer science,8667
65424,4,VMware,8667
65425,3,management,8668
65426,2,SQL queries,8668
65427,3,communication,8668
65428,3,Markit,8668
65429,1,Reuters,8668
65430,2,Bloomberg,8668
65431,4,Data dictionary,8668
65432,1,Root cause analysis,8668
65433,1,excel,8669
65434,2,data management,8669
65435,2,business analysis,8669
65436,3,problem solving,8669
65437,4,Social media marketing,8670
65438,1,Analytical skills,8670
65439,4,Lead generation,8670
65440,1,Data analysis,8670
65441,2,Sales,8670
65442,1,Excel,8670
65443,3,Competitive analysis,8670
65444,5,Promotion planning,8670
65445,5,Operations research,8671
65446,4,adobe analytics,8671
65447,3,Data modeling,8671
65448,5,Hypothesis Testing,8671
65449,1,Predictive modeling,8671
65450,1,Data analytics,8671
65451,3,Regression analysis,8671
65452,2,Business intelligence,8671
65453,5,Career development,8672
65454,2,Data analysis,8672
65455,5,Excel,8672
65456,2,Consulting,8672
65457,5,Healthcare,8672
65458,5,Issue resolution,8672
65459,1,Customer support,8672
65460,5,Troubleshooting,8672
65461,1,0-3,8673
65462,2,Oracle,8674
65463,4,SQL Server,8674
65464,2,Tableau,8674
65465,4,Teradata,8674
65466,4,risk management,8674
65467,4,SAS,8674
65468,1,analytical,8674
65469,5,BI development,8674
65470,4,financial markets,8675
65471,5,data analytics,8675
65472,5,data visualization,8675
65473,1,Analytical,8675
65474,2,Fixed income,8675
65475,5,Infrastructure,8675
65476,4,Workflow,8675
65477,2,market data,8675
65478,3,IT Skills,8676
65479,2,Testing,8676
65480,3,Quality Assurance,8676
65481,5,RPA,8676
65482,5,Process design,8676
65483,2,Data analysis,8676
65484,5,Manager Quality Assurance,8676
65485,2,Business analysis,8676
65486,4,Test strategy,8677
65487,5,Business Analyst,8677
65488,5,Analytical,8677
65489,1,Banking,8677
65490,4,Data analytics,8677
65491,1,Information management,8677
65492,3,Management,8677
65493,4,Continuous improvement,8677
65494,4,IT Analyst,8678
65495,3,Networking,8678
65496,5,Corporate,8678
65497,2,Broadcasting,8678
65498,4,UAT,8678
65499,1,TCP/IP,8678
65500,3,market data,8678
65501,2,Management,8678
65502,1,BPO,8679
65503,5,data analysis,8679
65504,4,Analytical skills,8679
65505,5,Call monitoring,8679
65506,5,Process orientation,8679
65507,2,Action plan,8679
65508,2,Process quality,8679
65509,4,Customer experience,8679
65510,4,Monthly Reports,8680
65511,4,Expense Analysis,8680
65512,2,MIS,8680
65513,1,Month End Reporting,8680
65514,4,Big Data,8680
65515,1,Senior Management,8680
65516,2,Forecasting,8680
65517,5,Business Analysis,8680
65518,4,BPO,8681
65519,3,Telecom,8681
65520,4,Corporate actions,8681
65521,2,Wealth management,8681
65522,4,Bloomberg,8681
65523,4,Fixed income,8681
65524,2,Reconciliation,8681
65525,1,Capital market,8681
65526,4,Python,8682
65527,5,IT Skills,8682
65528,4,Java,8682
65529,1,PHP,8682
65530,5,Testing,8682
65531,1,Data Science,8682
65532,4,Cloud,8682
65533,1,Product Management,8682
65534,2,Analyst,8683
65535,2,Data analysis,8683
65536,5,Time management,8683
65537,2,Finance,8683
65538,3,Market intelligence,8683
65539,3,Troubleshooting,8683
65540,5,MS Office,8683
65541,3,Content Analyst,8683
65542,1,IT Skills,8684
65543,3,Testing,8684
65544,4,Selenium,8684
65545,3,CSS,8684
65546,4,RSS,8684
65547,5,Testing tools,8684
65548,3,XML,8684
65549,4,Market intelligence,8684
65550,3,Business Acumen,8685
65551,1,Business Analyst,8685
65552,2,Strategy formulation,8685
65553,4,data analysis and project management.,8685
65554,1,P&L understanding,8685
65555,4,Strategic Planning,8685
65556,5,communication,8686
65557,1,search engines,8686
65558,2,web analytics,8686
65559,5,analytical,8686
65560,5,MS Office,8686
65561,4,presentation,8686
65562,1,business research,8686
65563,2,data warehousing,8686
65564,3,Mining,8687
65565,2,Data analysis,8687
65566,5,Product engineering,8687
65567,3,Publishing,8687
65568,2,Business analysis,8687
65569,4,Analytical,8687
65570,3,Financial Analyst,8687
65571,4,Operations,8687
65572,2,Computer science,8688
65573,1,Application support,8688
65574,4,Support Analyst,8688
65575,1,Bfsi,8688
65576,4,IT support,8688
65577,4,Manager Technology,8688
65578,1,Data Analyst,8688
65579,1,Information technology,8688
65580,2,Data management,8689
65581,4,Consulting,8689
65582,4,Account management,8689
65583,1,Analytics,8689
65584,4,OTC,8689
65585,5,IT Skills,8689
65586,2,Machine Learning,8689
65587,3,Cloud,8689
65588,5,Order management,8690
65589,1,Billing,8690
65590,1,Consulting,8690
65591,3,Order processing,8690
65592,3,Operations,8690
65593,1,Journal entries,8690
65594,1,Master data management,8690
65595,4,Cash flow,8690
65596,4,Excel,8691
65597,3,Process orientation,8691
65598,3,Project management,8691
65599,3,Consulting,8691
65600,2,Management,8691
65601,4,Data analytics,8691
65602,1,Powerpoint,8691
65603,2,Management reporting,8691
65604,5,Content management,8692
65605,2,Assurance,8692
65606,2,Data management,8692
65607,3,Consulting,8692
65608,5,Operations,8692
65609,4,IT Skills,8692
65610,4,Cloud,8692
65611,3,Delivery excellence,8692
65612,3,Data management,8693
65613,1,Invoice processing,8693
65614,3,Consulting,8693
65615,3,Taxation,8693
65616,2,Operations,8693
65617,2,IT Skills,8693
65618,5,Cloud,8693
65619,3,Procurement,8693
65620,2,Procurement,8694
65621,5,Master data management,8694
65622,3,Consulting,8694
65623,3,Management,8694
65624,5,Operations,8694
65625,1,Relationship management,8694
65626,1,Application management,8694
65627,3,Client relationship,8694
65628,5,Process design,8695
65629,5,Payroll,8695
65630,4,Performance management,8695
65631,5,Consulting,8695
65632,4,Data processing,8695
65633,5,IT Skills,8695
65634,1,Cloud,8695
65635,1,Administration,8695
65636,3,Supply chain management,8696
65637,3,Consulting,8696
65638,2,Supply chain planning,8696
65639,4,Analytics,8696
65640,1,Python,8696
65641,3,Demand Analytics,8696
65642,1,IT Skills,8696
65643,1,Data Science,8696
65644,5,Consulting,8697
65645,4,Back office,8697
65646,4,Capital market,8697
65647,4,Investment banking,8697
65648,5,Financial services,8697
65649,1,IT Skills,8697
65650,1,Cloud,8697
65651,4,Underwriting,8697
65652,2,Procurement,8698
65653,2,Data management,8698
65654,3,data reporting,8698
65655,3,Consulting,8698
65656,3,Operations,8698
65657,4,Relationship management,8698
65658,4,Application management,8698
65659,2,Finance,8698
65660,5,Consulting,8699
65661,5,Capital market,8699
65662,2,Financial services,8699
65663,2,Wholesale,8699
65664,1,Data entry,8699
65665,5,IT Skills,8699
65666,1,Cloud,8699
65667,5,Analytical skills,8699
65668,4,Procurement,8700
65669,5,Performance management,8700
65670,1,Contract management,8700
65671,3,Consulting,8700
65672,1,Analytics,8700
65673,2,Supplier relationship management,8700
65674,2,Analytical,8700
65675,3,Category management,8700
65676,1,MS Excel,8701
65677,2,MIS,8701
65678,4,Data Interpretation,8701
65679,5,Data Analyst,8701
65680,1,Reporting,8701
65681,2,Data Management,8701
65682,3,Data Analysis,8701
65683,1,Stakeholders Management,8701
65684,5,Excel,8702
65685,1,Pivot Table,8702
65686,2,Excel Dashboards,8702
65687,5,VLOOKUP,8702
65688,3,Formulas,8702
65689,2,Data Analysis,8702
65690,2,Excel Sheet,8702
65691,5,Excel Data Management,8702
65692,3,Mining,8703
65693,1,Statistical modeling,8703
65694,5,Business Analyst,8703
65695,1,Data modeling,8703
65696,3,Analytical,8703
65697,1,Business analytics,8703
65698,4,Customer service,8703
65699,3,Advisory,8703
65700,2,SDLC,8704
65701,3,IT Skills,8704
65702,4,Python,8704
65703,1,Project Management,8704
65704,4,Tableau,8704
65705,3,BPO,8704
65706,1,project management,8704
65707,2,R,8704
65708,5,GIS,8705
65709,1,Manager Internal Audit,8705
65710,2,French,8705
65711,1,Analytical,8705
65712,4,Data collection,8705
65713,1,Macros,8705
65714,5,Analytics,8705
65715,1,Monitoring,8705
65716,3,communication,8706
65717,3,OpenText,8706
65718,1,written,8706
65719,5,verbal,8706
65720,3,IT Skills,8706
65721,3,Testing,8706
65722,3,Business process,8706
65723,5,Supply chain,8706
65724,1,communication,8707
65725,5,analytical,8707
65726,4,excel,8707
65727,5,Training,8707
65728,4,SIDE,8707
65729,4,Trade,8707
65730,3,agribusiness,8707
65731,3,Demand analysis,8707
65732,4,digital marketing,8708
65733,2,Mis Analysis,8708
65734,3,macros,8708
65735,1,Excel,8708
65736,5,marketing analytics,8708
65737,1,Data Analysis,8708
65738,4,market research,8708
65739,5,Excel,8709
65740,1,Business Analyst,8709
65741,5,Analytical,8709
65742,2,HR,8709
65743,2,data visualization,8709
65744,3,Powerpoint,8709
65745,2,written communication,8710
65746,1,Excel,8710
65747,2,PowerPoint,8710
65748,5,MS Word,8710
65749,5,verbal,8710
65750,3,analytical,8710
65751,1,Communication Skills,8710
65752,3,Data Integrity,8710
65753,1,Procurement,8711
65754,5,SAP,8711
65755,5,Business intelligence,8711
65756,2,Macros,8711
65757,2,Auditing,8711
65758,4,IT Skills,8711
65759,2,Data Science,8711
65760,2,Tableau,8711
65761,1,Finance Operations,8712
65762,3,MS Excel,8712
65763,2,verbal,8712
65764,5,communication,8712
65765,3,analytical,8712
65766,5,written,8712
65767,5,data analytics,8712
65768,4,Finance,8712
65769,2,Performance calculations,8713
65770,1,excel,8713
65771,4,Data Quality,8713
65772,3,data validation,8713
65773,4,Reporting Analyst,8713
65774,5,VB,8713
65775,1,Product management,8714
65776,2,Data analysis,8714
65777,1,Usage,8714
65778,2,Coding,8714
65779,1,Underwriting,8714
65780,4,Customer service,8714
65781,2,Troubleshooting,8714
65782,5,Risk management,8714
65783,3,Communication Skills,8715
65784,4,R,8715
65785,3,Data Analysis,8715
65786,3,Data Analytics,8715
65787,4,Statistics,8715
65788,3,Verbal Communication,8715
65789,1,Python,8715
65790,2,Structured Finance,8715
65791,4,Service Desk,8716
65792,3,remote support,8716
65793,4,Data Center,8716
65794,2,IT Infrastructure,8716
65795,5,Product management,8717
65796,1,Telecom,8717
65797,1,Data analysis,8717
65798,1,SAP,8717
65799,4,VAS,8717
65800,4,Silicon,8717
65801,5,MS Office,8717
65802,3,Adobe,8717
65803,2,Analyst,8718
65804,5,Social research,8718
65805,1,Analytical,8718
65806,2,Report writing,8718
65807,4,Consulting,8718
65808,2,Data collection,8718
65809,2,Market research,8718
65810,4,Competitive intelligence,8718
65811,1,Cold calling,8719
65812,1,Excel,8719
65813,4,Data management,8719
65814,2,Healthcare,8719
65815,1,Market research,8719
65816,1,Workflow,8719
65817,5,Scheduling,8719
65818,2,Medical insurance,8719
65819,4,Secondary Research,8720
65820,2,Annual Reports,8720
65821,4,Primary Research,8720
65822,2,Client Coordination,8720
65823,2,Mantas,8720
65824,5,Bloomberg,8720
65825,1,Research Analysis,8720
65826,2,Zoominfo,8720
65827,1,HR Analytics,8721
65828,5,people analytics,8721
65829,2,Data Management,8721
65830,3,Dashboards,8721
65831,2,Java,8722
65832,1,C++,8722
65833,4,SQL,8722
65834,5,SDLC,8722
65835,5,Oracle,8722
65836,1,written,8722
65837,3,MS Access,8722
65838,2,MS Excel,8722
65839,2,Spark,8723
65840,3,sql,8723
65841,2,data science,8723
65842,5,airflow,8723
65843,4,pyspark,8723
65844,5,Machine Learning,8724
65845,2,IT Skills,8724
65846,2,Java,8724
65847,1,Python,8724
65848,2,Data Science,8724
65849,4,Pytorch,8724
65850,1,Tensorflow,8724
65851,4,Kubeflow,8724
65852,3,AWS Lambda,8725
65853,5,Python,8725
65854,1,Pandas,8725
65855,3,SciPy,8725
65856,3,SQL,8725
65857,1,NoSQL,8725
65858,2,AWS,8725
65859,5,Amazon Web Services,8725
65860,5,Linux,8726
65861,4,Data management,8726
65862,3,Wealth management,8726
65863,4,Db2,8726
65864,1,RDBMS,8726
65865,2,Anti money laundering,8726
65866,1,Investment banking,8726
65867,5,Business process management,8726
65868,1,MATLAB,8727
65869,2,AUTOSAR,8727
65870,2,functional safety,8727
65871,3,EMI,8727
65872,2,SQA,8727
65873,1,PCB Designing,8727
65874,3,Software Testing,8727
65875,1,Electronics,8727
65876,1,Junior Analyst,8728
65877,5,Data analysis,8728
65878,2,Excel,8728
65879,3,Data management,8728
65880,1,Analytical,8728
65881,1,Structured finance,8728
65882,3,Analytics,8728
65883,4,Monitoring,8728
65884,5,Excel,8729
65885,3,Power Bi,8729
65886,1,P & L,8729
65887,2,Finance,8729
65888,2,Management Accounting,8729
65889,4,Data Analysis,8729
65890,1,Financial Analyst,8729
65891,5,Variance Analysis,8729
65892,3,Bigdata,8730
65893,3,Python,8730
65894,3,SQL,8730
65895,3,Azure,8730
65896,1,Sqoop,8730
65897,3,Apache,8730
65898,4,Spark,8730
65899,2,Functional programming,8730
65900,5,Cloud,8731
65901,2,Big Data,8731
65902,4,Agile,8732
65903,1,CI / CD,8732
65904,2,Azure,8732
65905,2,Azure SQL Database,8732
65906,4,written communication,8732
65907,2,Azure Data Factory,8732
65908,2,Azure Analysis Services,8732
65909,5,troubleshooting,8732
65910,1,python,8733
65911,3,software development methodologies,8733
65912,3,sql database,8733
65913,3,Data Science,8734
65914,1,Predictive Modeling,8734
65915,1,R,8734
65916,1,Neural Networks,8734
65917,2,Data Analysis,8734
65918,1,Data Mining,8734
65919,5,Machine Learning,8734
65920,2,Deep Learning,8734
65921,5,Backend,8735
65922,1,Financial Analysis,8735
65923,2,Excel,8735
65924,1,Business Analytics,8735
65925,1,Business Analyst,8735
65926,2,business modeling,8735
65927,4,Back Office,8735
65928,1,Data Analytics,8735
65929,4,Computer science,8736
65930,5,Data modeling,8736
65931,4,Healthcare,8736
65932,2,US healthcare,8736
65933,5,Monitoring,8736
65934,2,IT Skills,8736
65935,4,Data Science,8736
65936,3,Product Management,8736
65937,5,Data analysis,8737
65938,2,MS SQL,8737
65939,4,Manager Quality Assurance,8737
65940,2,Operational excellence,8737
65941,3,Senior Analyst,8737
65942,5,Analytical,8737
65943,5,Market intelligence,8737
65944,2,Data quality,8737
65945,5,Tally,8738
65946,4,financial analysis,8738
65947,4,Rooshal Dsouza,8738
65948,2,Monthly Reports,8738
65949,5,data reporting,8738
65950,4,business finance,8738
65951,5,accounting,8738
65952,5,Variance Analysis,8738
65953,1,Machine Learning,8739
65954,5,Devops,8740
65955,3,aws,8740
65956,3,hive,8740
65957,5,Devops Jenkins,8740
65958,3,python,8740
65959,4,scala,8740
65960,3,redhat linux,8740
65961,5,SQL Server,8740
65962,2,Backend,8741
65963,2,Machine learning,8741
65964,2,Python,8741
65965,1,Computer science,8742
65966,5,Front end,8742
65967,5,Coding,8742
65968,4,Postgresql,8742
65969,2,MySQL,8742
65970,5,Consulting,8742
65971,2,Data structures,8742
65972,1,Application development,8742
65973,5,Automation,8743
65974,5,Front end,8743
65975,4,Coding,8743
65976,4,Postgresql,8743
65977,4,MySQL,8743
65978,5,Debugging,8743
65979,3,Data structures,8743
65980,3,HTML,8743
65981,1,Machine Learning,8744
65982,2,IT Skills,8744
65983,3,Java,8744
65984,3,Python,8744
65985,3,Data Science,8744
65986,2,Big Data,8744
65987,4,Tensorflow,8744
65988,4,Pytorch,8744
65989,4,Automation,8745
65990,1,orchestration,8745
65991,4,Data management,8745
65992,2,Engineering management,8745
65993,5,Data modeling,8745
65994,4,Adobe,8745
